file_name,label,label_name
45110.png,12,Priority road
45111.png,10,No passing for vehicles over 3.5 metric tons
45112.png,3,Speed limit (60km/h)
45113.png,39,Keep left
45114.png,29,Bicycles crossing
45115.png,39,Keep left
45116.png,19,Dangerous curve to the left
45117.png,23,Slippery road
45118.png,19,Dangerous curve to the left
45119.png,23,Slippery road
45120.png,29,Bicycles crossing
45121.png,34,Turn left ahead
45122.png,25,Road work
45123.png,30,Beware of ice/snow
45124.png,42,End of no passing by vehicles over 3.5 metric tons
45125.png,25,Road work
45126.png,39,Keep left
45127.png,39,Keep left
45128.png,41,End of no passing
45129.png,42,End of no passing by vehicles over 3.5 metric tons
45130.png,21,Double curve
45131.png,32,End of all speed and passing limits
45132.png,28,Children crossing
45133.png,25,Road work
45134.png,33,Turn right ahead
45135.png,2,Speed limit (50km/h)
45136.png,39,Keep left
45137.png,22,Bumpy road
45138.png,9,No passing
45139.png,32,End of all speed and passing limits
45140.png,14,Stop
45141.png,3,Speed limit (60km/h)
45142.png,24,Road narrows on the right
45143.png,34,Turn left ahead
45144.png,15,No vehicles
45145.png,25,Road work
45146.png,19,Dangerous curve to the left
45147.png,18,General caution
45148.png,12,Priority road
45149.png,33,Turn right ahead
45150.png,13,Yield
45151.png,30,Beware of ice/snow
45152.png,41,End of no passing
45153.png,36,Go straight or right
45154.png,5,Speed limit (80km/h)
45155.png,3,Speed limit (60km/h)
45156.png,17,No entry
45157.png,42,End of no passing by vehicles over 3.5 metric tons
45158.png,30,Beware of ice/snow
45159.png,15,No vehicles
45160.png,13,Yield
45161.png,42,End of no passing by vehicles over 3.5 metric tons
45162.png,2,Speed limit (50km/h)
45163.png,12,Priority road
45164.png,4,Speed limit (70km/h)
45165.png,32,End of all speed and passing limits
45166.png,25,Road work
45167.png,42,End of no passing by vehicles over 3.5 metric tons
45168.png,9,No passing
45169.png,23,Slippery road
45170.png,18,General caution
45171.png,12,Priority road
45172.png,28,Children crossing
45173.png,21,Double curve
45174.png,17,No entry
45175.png,27,Pedestrians
45176.png,2,Speed limit (50km/h)
45177.png,8,Speed limit (120km/h)
45178.png,7,Speed limit (100km/h)
45179.png,33,Turn right ahead
45180.png,24,Road narrows on the right
45181.png,23,Slippery road
45182.png,4,Speed limit (70km/h)
45183.png,9,No passing
45184.png,40,Roundabout mandatory
45185.png,21,Double curve
45186.png,40,Roundabout mandatory
45187.png,29,Bicycles crossing
45188.png,33,Turn right ahead
45189.png,22,Bumpy road
45190.png,6,End of speed limit (80km/h)
45191.png,42,End of no passing by vehicles over 3.5 metric tons
45192.png,17,No entry
45193.png,10,No passing for vehicles over 3.5 metric tons
45194.png,40,Roundabout mandatory
45195.png,16,Vehicles over 3.5 metric tons prohibited
45196.png,17,No entry
45197.png,18,General caution
45198.png,35,Ahead only
45199.png,42,End of no passing by vehicles over 3.5 metric tons
45200.png,23,Slippery road
45201.png,39,Keep left
45202.png,27,Pedestrians
45203.png,17,No entry
45204.png,8,Speed limit (120km/h)
45205.png,5,Speed limit (80km/h)
45206.png,3,Speed limit (60km/h)
45207.png,20,Dangerous curve to the right
45208.png,35,Ahead only
45209.png,11,Right-of-way at the next intersection
45210.png,12,Priority road
45211.png,8,Speed limit (120km/h)
45212.png,0,Speed limit (20km/h)
45213.png,34,Turn left ahead
45214.png,23,Slippery road
45215.png,27,Pedestrians
45216.png,24,Road narrows on the right
45217.png,10,No passing for vehicles over 3.5 metric tons
45218.png,29,Bicycles crossing
45219.png,4,Speed limit (70km/h)
45220.png,30,Beware of ice/snow
45221.png,8,Speed limit (120km/h)
45222.png,9,No passing
45223.png,36,Go straight or right
45224.png,17,No entry
45225.png,39,Keep left
45226.png,20,Dangerous curve to the right
45227.png,35,Ahead only
45228.png,21,Double curve
45229.png,29,Bicycles crossing
45230.png,12,Priority road
45231.png,6,End of speed limit (80km/h)
45232.png,40,Roundabout mandatory
45233.png,3,Speed limit (60km/h)
45234.png,14,Stop
45235.png,27,Pedestrians
45236.png,40,Roundabout mandatory
45237.png,19,Dangerous curve to the left
45238.png,15,No vehicles
45239.png,30,Beware of ice/snow
45240.png,41,End of no passing
45241.png,5,Speed limit (80km/h)
45242.png,36,Go straight or right
45243.png,42,End of no passing by vehicles over 3.5 metric tons
45244.png,31,Wild animals crossing
45245.png,35,Ahead only
45246.png,25,Road work
45247.png,22,Bumpy road
45248.png,8,Speed limit (120km/h)
45249.png,22,Bumpy road
45250.png,11,Right-of-way at the next intersection
45251.png,37,Go straight or left
45252.png,10,No passing for vehicles over 3.5 metric tons
45253.png,13,Yield
45254.png,15,No vehicles
45255.png,32,End of all speed and passing limits
45256.png,12,Priority road
45257.png,13,Yield
45258.png,41,End of no passing
45259.png,5,Speed limit (80km/h)
45260.png,18,General caution
45261.png,23,Slippery road
45262.png,36,Go straight or right
45263.png,35,Ahead only
45264.png,38,Keep right
45265.png,40,Roundabout mandatory
45266.png,13,Yield
45267.png,39,Keep left
45268.png,29,Bicycles crossing
45269.png,28,Children crossing
45270.png,32,End of all speed and passing limits
45271.png,20,Dangerous curve to the right
45272.png,19,Dangerous curve to the left
45273.png,42,End of no passing by vehicles over 3.5 metric tons
45274.png,38,Keep right
45275.png,27,Pedestrians
45276.png,3,Speed limit (60km/h)
45277.png,29,Bicycles crossing
45278.png,38,Keep right
45279.png,8,Speed limit (120km/h)
45280.png,38,Keep right
45281.png,38,Keep right
45282.png,0,Speed limit (20km/h)
45283.png,7,Speed limit (100km/h)
45284.png,21,Double curve
45285.png,19,Dangerous curve to the left
45286.png,21,Double curve
45287.png,20,Dangerous curve to the right
45288.png,12,Priority road
45289.png,11,Right-of-way at the next intersection
45290.png,27,Pedestrians
45291.png,15,No vehicles
45292.png,14,Stop
45293.png,31,Wild animals crossing
45294.png,16,Vehicles over 3.5 metric tons prohibited
45295.png,1,Speed limit (30km/h)
45296.png,41,End of no passing
45297.png,25,Road work
45298.png,16,Vehicles over 3.5 metric tons prohibited
45299.png,28,Children crossing
45300.png,5,Speed limit (80km/h)
45301.png,21,Double curve
45302.png,26,Traffic signals
45303.png,33,Turn right ahead
45304.png,30,Beware of ice/snow
45305.png,0,Speed limit (20km/h)
45306.png,34,Turn left ahead
45307.png,5,Speed limit (80km/h)
45308.png,7,Speed limit (100km/h)
45309.png,9,No passing
45310.png,26,Traffic signals
45311.png,15,No vehicles
45312.png,34,Turn left ahead
45313.png,4,Speed limit (70km/h)
45314.png,7,Speed limit (100km/h)
45315.png,40,Roundabout mandatory
45316.png,21,Double curve
45317.png,0,Speed limit (20km/h)
45318.png,41,End of no passing
45319.png,26,Traffic signals
45320.png,13,Yield
45321.png,1,Speed limit (30km/h)
45322.png,18,General caution
45323.png,12,Priority road
45324.png,29,Bicycles crossing
45325.png,14,Stop
45326.png,13,Yield
45327.png,37,Go straight or left
45328.png,0,Speed limit (20km/h)
45329.png,4,Speed limit (70km/h)
45330.png,4,Speed limit (70km/h)
45331.png,23,Slippery road
45332.png,13,Yield
45333.png,13,Yield
45334.png,3,Speed limit (60km/h)
45335.png,25,Road work
45336.png,5,Speed limit (80km/h)
45337.png,22,Bumpy road
45338.png,17,No entry
45339.png,10,No passing for vehicles over 3.5 metric tons
45340.png,28,Children crossing
45341.png,10,No passing for vehicles over 3.5 metric tons
45342.png,24,Road narrows on the right
45343.png,11,Right-of-way at the next intersection
45344.png,12,Priority road
45345.png,22,Bumpy road
45346.png,0,Speed limit (20km/h)
45347.png,19,Dangerous curve to the left
45348.png,16,Vehicles over 3.5 metric tons prohibited
45349.png,33,Turn right ahead
45350.png,10,No passing for vehicles over 3.5 metric tons
45351.png,32,End of all speed and passing limits
45352.png,26,Traffic signals
45353.png,17,No entry
45354.png,21,Double curve
45355.png,29,Bicycles crossing
45356.png,36,Go straight or right
45357.png,20,Dangerous curve to the right
45358.png,10,No passing for vehicles over 3.5 metric tons
45359.png,37,Go straight or left
45360.png,35,Ahead only
45361.png,38,Keep right
45362.png,10,No passing for vehicles over 3.5 metric tons
45363.png,20,Dangerous curve to the right
45364.png,21,Double curve
45365.png,27,Pedestrians
45366.png,6,End of speed limit (80km/h)
45367.png,2,Speed limit (50km/h)
45368.png,24,Road narrows on the right
45369.png,5,Speed limit (80km/h)
45370.png,28,Children crossing
45371.png,9,No passing
45372.png,25,Road work
45373.png,1,Speed limit (30km/h)
45374.png,28,Children crossing
45375.png,15,No vehicles
45376.png,37,Go straight or left
45377.png,0,Speed limit (20km/h)
45378.png,25,Road work
45379.png,26,Traffic signals
45380.png,1,Speed limit (30km/h)
45381.png,26,Traffic signals
45382.png,36,Go straight or right
45383.png,17,No entry
45384.png,32,End of all speed and passing limits
45385.png,37,Go straight or left
45386.png,1,Speed limit (30km/h)
45387.png,29,Bicycles crossing
45388.png,16,Vehicles over 3.5 metric tons prohibited
45389.png,38,Keep right
45390.png,28,Children crossing
45391.png,12,Priority road
45392.png,8,Speed limit (120km/h)
45393.png,25,Road work
45394.png,7,Speed limit (100km/h)
45395.png,18,General caution
45396.png,41,End of no passing
45397.png,14,Stop
45398.png,25,Road work
45399.png,7,Speed limit (100km/h)
45400.png,6,End of speed limit (80km/h)
45401.png,26,Traffic signals
45402.png,0,Speed limit (20km/h)
45403.png,20,Dangerous curve to the right
45404.png,27,Pedestrians
45405.png,7,Speed limit (100km/h)
45406.png,21,Double curve
45407.png,37,Go straight or left
45408.png,26,Traffic signals
45409.png,0,Speed limit (20km/h)
45410.png,36,Go straight or right
45411.png,38,Keep right
45412.png,34,Turn left ahead
45413.png,11,Right-of-way at the next intersection
45414.png,22,Bumpy road
45415.png,16,Vehicles over 3.5 metric tons prohibited
45416.png,12,Priority road
45417.png,21,Double curve
45418.png,27,Pedestrians
45419.png,12,Priority road
45420.png,22,Bumpy road
45421.png,25,Road work
45422.png,17,No entry
45423.png,6,End of speed limit (80km/h)
45424.png,12,Priority road
45425.png,40,Roundabout mandatory
45426.png,13,Yield
45427.png,7,Speed limit (100km/h)
45428.png,17,No entry
45429.png,37,Go straight or left
45430.png,32,End of all speed and passing limits
45431.png,1,Speed limit (30km/h)
45432.png,21,Double curve
45433.png,13,Yield
45434.png,38,Keep right
45435.png,35,Ahead only
45436.png,2,Speed limit (50km/h)
45437.png,14,Stop
45438.png,26,Traffic signals
45439.png,42,End of no passing by vehicles over 3.5 metric tons
45440.png,42,End of no passing by vehicles over 3.5 metric tons
45441.png,7,Speed limit (100km/h)
45442.png,28,Children crossing
45443.png,8,Speed limit (120km/h)
45444.png,4,Speed limit (70km/h)
45445.png,14,Stop
45446.png,17,No entry
45447.png,24,Road narrows on the right
45448.png,33,Turn right ahead
45449.png,2,Speed limit (50km/h)
45450.png,13,Yield
45451.png,40,Roundabout mandatory
45452.png,6,End of speed limit (80km/h)
45453.png,26,Traffic signals
45454.png,4,Speed limit (70km/h)
45455.png,34,Turn left ahead
45456.png,28,Children crossing
45457.png,10,No passing for vehicles over 3.5 metric tons
45458.png,22,Bumpy road
45459.png,2,Speed limit (50km/h)
45460.png,25,Road work
45461.png,27,Pedestrians
45462.png,19,Dangerous curve to the left
45463.png,2,Speed limit (50km/h)
45464.png,13,Yield
45465.png,36,Go straight or right
45466.png,23,Slippery road
45467.png,1,Speed limit (30km/h)
45468.png,15,No vehicles
45469.png,1,Speed limit (30km/h)
45470.png,35,Ahead only
45471.png,32,End of all speed and passing limits
45472.png,23,Slippery road
45473.png,31,Wild animals crossing
45474.png,25,Road work
45475.png,29,Bicycles crossing
45476.png,5,Speed limit (80km/h)
45477.png,36,Go straight or right
45478.png,21,Double curve
45479.png,38,Keep right
45480.png,26,Traffic signals
45481.png,38,Keep right
45482.png,0,Speed limit (20km/h)
45483.png,14,Stop
45484.png,11,Right-of-way at the next intersection
45485.png,4,Speed limit (70km/h)
45486.png,40,Roundabout mandatory
45487.png,19,Dangerous curve to the left
45488.png,6,End of speed limit (80km/h)
45489.png,4,Speed limit (70km/h)
45490.png,35,Ahead only
45491.png,12,Priority road
45492.png,18,General caution
45493.png,3,Speed limit (60km/h)
45494.png,35,Ahead only
45495.png,40,Roundabout mandatory
45496.png,8,Speed limit (120km/h)
45497.png,2,Speed limit (50km/h)
45498.png,37,Go straight or left
45499.png,14,Stop
45500.png,39,Keep left
45501.png,4,Speed limit (70km/h)
45502.png,15,No vehicles
45503.png,0,Speed limit (20km/h)
45504.png,16,Vehicles over 3.5 metric tons prohibited
45505.png,35,Ahead only
45506.png,27,Pedestrians
45507.png,11,Right-of-way at the next intersection
45508.png,3,Speed limit (60km/h)
45509.png,14,Stop
45510.png,13,Yield
45511.png,33,Turn right ahead
45512.png,32,End of all speed and passing limits
45513.png,19,Dangerous curve to the left
45514.png,7,Speed limit (100km/h)
45515.png,35,Ahead only
45516.png,24,Road narrows on the right
45517.png,22,Bumpy road
45518.png,30,Beware of ice/snow
45519.png,25,Road work
45520.png,21,Double curve
45521.png,18,General caution
45522.png,3,Speed limit (60km/h)
45523.png,0,Speed limit (20km/h)
45524.png,6,End of speed limit (80km/h)
45525.png,18,General caution
45526.png,34,Turn left ahead
45527.png,10,No passing for vehicles over 3.5 metric tons
45528.png,25,Road work
45529.png,38,Keep right
45530.png,23,Slippery road
45531.png,12,Priority road
45532.png,0,Speed limit (20km/h)
45533.png,34,Turn left ahead
45534.png,29,Bicycles crossing
45535.png,15,No vehicles
45536.png,35,Ahead only
45537.png,4,Speed limit (70km/h)
45538.png,15,No vehicles
45539.png,24,Road narrows on the right
45540.png,41,End of no passing
45541.png,18,General caution
45542.png,21,Double curve
45543.png,21,Double curve
45544.png,34,Turn left ahead
45545.png,27,Pedestrians
45546.png,4,Speed limit (70km/h)
45547.png,6,End of speed limit (80km/h)
45548.png,20,Dangerous curve to the right
45549.png,11,Right-of-way at the next intersection
45550.png,39,Keep left
45551.png,34,Turn left ahead
45552.png,19,Dangerous curve to the left
45553.png,36,Go straight or right
45554.png,4,Speed limit (70km/h)
45555.png,16,Vehicles over 3.5 metric tons prohibited
45556.png,5,Speed limit (80km/h)
45557.png,35,Ahead only
45558.png,33,Turn right ahead
45559.png,9,No passing
45560.png,9,No passing
45561.png,2,Speed limit (50km/h)
45562.png,35,Ahead only
45563.png,0,Speed limit (20km/h)
45564.png,12,Priority road
45565.png,3,Speed limit (60km/h)
45566.png,15,No vehicles
45567.png,1,Speed limit (30km/h)
45568.png,17,No entry
45569.png,35,Ahead only
45570.png,14,Stop
45571.png,8,Speed limit (120km/h)
45572.png,2,Speed limit (50km/h)
45573.png,19,Dangerous curve to the left
45574.png,29,Bicycles crossing
45575.png,20,Dangerous curve to the right
45576.png,34,Turn left ahead
45577.png,16,Vehicles over 3.5 metric tons prohibited
45578.png,5,Speed limit (80km/h)
45579.png,5,Speed limit (80km/h)
45580.png,2,Speed limit (50km/h)
45581.png,7,Speed limit (100km/h)
45582.png,3,Speed limit (60km/h)
45583.png,9,No passing
45584.png,13,Yield
45585.png,1,Speed limit (30km/h)
45586.png,40,Roundabout mandatory
45587.png,26,Traffic signals
45588.png,17,No entry
45589.png,40,Roundabout mandatory
45590.png,13,Yield
45591.png,3,Speed limit (60km/h)
45592.png,39,Keep left
45593.png,21,Double curve
45594.png,28,Children crossing
45595.png,42,End of no passing by vehicles over 3.5 metric tons
45596.png,33,Turn right ahead
45597.png,29,Bicycles crossing
45598.png,12,Priority road
45599.png,9,No passing
45600.png,38,Keep right
45601.png,10,No passing for vehicles over 3.5 metric tons
45602.png,7,Speed limit (100km/h)
45603.png,26,Traffic signals
45604.png,42,End of no passing by vehicles over 3.5 metric tons
45605.png,35,Ahead only
45606.png,37,Go straight or left
45607.png,6,End of speed limit (80km/h)
45608.png,41,End of no passing
45609.png,26,Traffic signals
45610.png,4,Speed limit (70km/h)
45611.png,35,Ahead only
45612.png,39,Keep left
45613.png,18,General caution
45614.png,32,End of all speed and passing limits
